artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
RÃÂ¶yksopp,Logged In,Ashton,M,12,Nelson,249.20771,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,So Easy,200,1513731332284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Lonnie Gordon,Logged In,Darrian,M,3,Smith,181.21098,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1508762900284,5297,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),200,1513731339284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",648
Alphaville,Logged In,Abigail,F,47,Davidson,285.43955,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Big In Japan (Original),200,1513731347284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
Franz Ferdinand,Logged In,Aimar,F,8,Hanna,209.55383,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1499966886284,5663,Love And Destroy,200,1513731348284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",35
Radiohead,Logged In,Mason,M,9,Hunter,235.7024,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1498163038284,107,Creep (Explicit),200,1513731366284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",108
Will Smith,Logged In,Jaelyn,F,6,Wilson,295.33995,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Loretta,200,1513731371284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
Alannah Myles,Logged In,Damont,M,4,Hardy,316.62975,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Family Secret,200,1513731374284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
,Logged In,Zachary,M,0,Oconnell,,free,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1505352683284,2532,,200,1513731400284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2533
Edward Sharpe & The Magnetic Zeros,Logged In,Wyatt,M,6,Young,306.31138,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1498528082284,5548,Home,200,1513731403284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2801
Minimalistix,Logged In,Zachary,M,1,Oconnell,224.31302,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1505352683284,2532,Breaking the Waves,200,1513731410284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2533
Cartola,Logged In,Annalise,F,5,Douglas,127.242,free,"Homosassa Springs, FL",PUT,NextSong,1493756608284,2992,Tive Sim,200,1513731432284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2993
The Script,Logged In,Kelly,F,12,Newton,260.67546,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Breakeven,200,1513731435284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
Shpongle,Logged In,Greyson,M,8,Mckee,512.05179,paid,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1512000538284,5234,A New Way To Say Hooray!,200,1513731465284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2412
Green Day,Logged In,Micheal,M,70,Morgan,527.09832,paid,"Sterling, CO",PUT,NextSong,1485051492284,5175,King For A Day/Shout (Live),200,1513731481284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1806
Bob Dylan,Logged In,Hassan,M,5,Adams,368.92689,free,"St. Cloud, MN",PUT,NextSong,1497718263284,5817,Like A Rolling Stone,200,1513731489284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,1952
,Logged In,Caden,M,0,Ortiz,,free,"Baltimore-Columbia-Towson, MD",GET,Home,1490220642284,2714,,200,1513731515284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2715
Imogen Heap,Logged In,Darrian,M,4,Smith,509.36118,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1508762900284,5297,Hide & Seek,200,1513731520284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",648
Todd Barry,Logged In,Aimar,F,9,Hanna,126.82404,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1499966886284,5663,Sugar Ray (LP Version),200,1513731557284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",35
Simon Harris,Logged In,Annalise,F,6,Douglas,195.83955,free,"Homosassa Springs, FL",PUT,NextSong,1493756608284,2992,Sample Track 2,200,1513731559284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2993
R.L. Burnside,Logged In,Mason,M,45,Thomas,216.92036,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Bad Luck And Trouble,200,1513731559284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
R.L. Burnside,Logged In,Andrew,M,12,Randall,211.82649,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Tribute To Fred,200,1513731576284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
CÃÂ¦cilie Norby,Logged In,Ashton,M,13,Nelson,306.41587,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,Fly,200,1513731581284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Rock Kills Kid,Logged In,Zoie,F,73,Wright,271.38567,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Back To Life (Album Version),200,1513731583284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
Matt Wertz,Logged In,Jordan,M,15,Crosby,171.17995,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Wade Through The Night,200,1513731592284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Fanfarlo,Logged In,Mason,M,10,Hunter,270.78485,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1498163038284,107,I'm a Pilot,200,1513731601284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",108
The Rentals,Logged In,Abigail,F,48,Davidson,212.27057,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Friends Of P. (Album Version),200,1513731632284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
The Highwaymen (Waylon Jennings_ Willie Nelson_ Johnny Cash_ Kris Kristofferson),Logged In,Zachary,M,2,Oconnell,183.71873,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1505352683284,2532,Highwayman,200,1513731634284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2533
Barry White,Logged In,Jaelyn,F,7,Wilson,288.02567,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Just The Way You Are,200,1513731666284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
Medeski_ Martin & Wood,Logged In,Aimar,F,10,Hanna,272.97914,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1499966886284,5663,Ice,200,1513731683284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",35
Scooter,Logged In,Damont,M,5,Hardy,218.53995,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,IÃÂ´m Raving,200,1513731690284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
Animal Collective,Logged In,Kelly,F,13,Newton,162.2722,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Leaf House,200,1513731695284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
Kings Of Leon,Logged In,Wyatt,M,7,Young,201.79546,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1498528082284,5548,Revelry,200,1513731709284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2801
Tom Petty And The Heartbreakers,Logged In,Jordan,M,16,Crosby,223.16363,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Into The Great Wide Open,200,1513731763284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Weezer,Logged In,Mason,M,46,Thomas,260.33587,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Say It Ain't So,200,1513731775284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
Tub Ring,Logged In,Andrew,M,13,Randall,233.69098,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Invalid,200,1513731787284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
Malajube,Logged In,Zachary,M,3,Oconnell,199.60118,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1505352683284,2532,montrÃÂ©al-40ÃÂºC,200,1513731817284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2533
,Logged Out,,,0,,,paid,,GET,Home,,4934,,200,1513731834284,,""
,Logged Out,,,1,,,paid,,PUT,Login,,4934,,307,1513731835284,,""
The Raveonettes,Logged In,Abigail,F,49,Davidson,202.13506,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Blood Red Leis,200,1513731844284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
The Lonely Island / T-Pain,Logged In,Zoie,F,74,Wright,156.23791,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,I'm On A Boat,200,1513731854284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
Prince,Logged In,Hassan,M,6,Adams,248.86812,free,"St. Cloud, MN",PUT,NextSong,1497718263284,5817,Electric Chair (LP Version),200,1513731857284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,1952
Sami Saari,Logged In,Kelly,F,14,Newton,303.882,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,NAISEN KANSSA,200,1513731857284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
Tavares,Logged In,Mason,M,11,Hunter,394.00444,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1498163038284,107,Heaven Must Be Missing An Angel,200,1513731871284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",108
Kanye West,Logged In,Ashton,M,14,Nelson,311.92771,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,Stronger,200,1513731887284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
Johnny Ventura,Logged In,Damont,M,6,Hardy,192.05179,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Seremos Tres,200,1513731908284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
Coleman Hawkins,Logged In,Wyatt,M,8,Young,292.8322,free,"Portland-Vancouver-Hillsboro, OR-WA",PUT,NextSong,1498528082284,5548,Louise,200,1513731910284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2801
,Logged In,Damont,M,7,Hardy,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Downgrade,1502341283284,1208,,200,1513731912284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
,Logged In,Wyatt,M,9,Young,,free,"Portland-Vancouver-Hillsboro, OR-WA",GET,Home,1498528082284,5548,,200,1513731936284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2801
John Hammond,Logged In,Jaelyn,F,8,Wilson,191.60771,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Stones In My Passway,200,1513731954284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
,Logged In,Karleigh,F,2,Valenzuela,,paid,"Wisconsin Rapids-Marshfield, WI",GET,Home,1489899558284,4934,,200,1513731954284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2462
The Notting Hillbillies,Logged In,Greyson,M,9,Mckee,156.47302,paid,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1512000538284,5234,Bewildered,200,1513731977284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2412
Sam Cooke,Logged In,Jordan,M,17,Crosby,122.04363,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Ain't Misbehavin,200,1513731986284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Kings Of Leon,Logged In,Micheal,M,71,Morgan,168.82893,paid,"Sterling, CO",PUT,NextSong,1485051492284,5175,Genius,200,1513732008284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1806
Guns N' Roses,Logged In,Zoie,F,75,Wright,362.26567,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,You Could Be Mine,200,1513732010284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
Death Cab for Cutie,Logged In,Nellie,F,0,Garcia,189.3873,free,"Fort Smith, AR-OK",PUT,NextSong,1512664840284,4550,I Will Follow You into the Dark (Album Version),200,1513732013284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2259
Luis Alberto Spinetta,Logged In,Zachary,M,4,Oconnell,239.25506,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1505352683284,2532,Muchacha Ojos De Papel,200,1513732016284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2533
Van Halen,Logged In,Andrew,M,14,Randall,311.61424,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Love Walks In (Remastered Album Version),200,1513732020284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
Harmonia,Logged In,Darrian,M,5,Smith,655.77751,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1508762900284,5297,Sehr kosmisch,200,1513732029284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",648
Kings Of Leon,Logged In,Mason,M,47,Thomas,201.79546,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Revelry,200,1513732035284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
Beach House,Logged In,Anely,F,0,Dodson,304.53506,free,"Lexington-Fayette, KY",PUT,NextSong,1508063354284,2364,Astronaut,200,1513732043284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2365
Jack Johnson,Logged In,Abigail,F,50,Davidson,144.06485,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Do You Remember,200,1513732046284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
Boyzone,Logged In,Damont,M,8,Hardy,210.85995,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Every Day I Love You,200,1513732100284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
Nadia Ali,Logged In,Jordan,M,18,Crosby,245.36771,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Love Story,200,1513732108284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Leggo Beast,Logged In,Greyson,M,10,Mckee,321.93261,paid,"Oxnard-Thousand Oaks-Ventura, CA",PUT,NextSong,1512000538284,5234,Itchy Feet,200,1513732133284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2412
The Replacements,Logged In,Jaelyn,F,9,Wilson,223.18975,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Left Of The Dial,200,1513732145284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
Rhonda Vincent,Logged In,Kelly,F,15,Newton,142.78485,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,You're In My Heart,200,1513732160284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
Beastie Boys,Logged In,Karleigh,F,3,Valenzuela,211.722,paid,"Wisconsin Rapids-Marshfield, WI",PUT,NextSong,1489899558284,4934,Unite (2009 Digital Remaster),200,1513732181284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2462
311,Logged In,Abigail,F,51,Davidson,215.24853,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,It's Alright,200,1513732190284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
Des'ree,Logged In,Ashton,M,15,Nelson,246.30812,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,You Gotta Be,200,1513732198284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
,Logged In,Derrick,M,0,Mclaughlin,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1501945541284,3486,,200,1513732209284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,685
BjÃÂ¶rk,Logged In,Mason,M,48,Thomas,348.57751,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Undo,200,1513732236284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
,Logged In,Jakobi,M,11,Keller,,paid,"Kingston, NY",GET,Home,1494799164284,4992,,200,1513732260284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2\"",420
,Logged In,Nellie,F,1,Garcia,,free,"Fort Smith, AR-OK",GET,Home,1512664840284,4550,,200,1513732264284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2259
Puff Daddy,Logged In,Mason,M,12,Hunter,343.71873,paid,"Fayetteville-Springdale-Rogers, AR-MO",PUT,NextSong,1498163038284,107,I'll Be Missing You (Featuring Faith Evans & 112)(Album Version),200,1513732265284,"\"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",108
Bachman-Turner Overdrive,Logged In,Kelly,F,16,Newton,238.49751,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Roll On Down The Highway,200,1513732302284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
Cat Stevens,Logged In,Arsh,M,0,King,170.57914,free,"Bloomington, IL",PUT,NextSong,1512897419284,4320,Don't Be Shy,200,1513732302284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2918
Gorillaz,Logged In,Damont,M,9,Hardy,223.73832,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Clint Eastwood (Ed Case/Sweetie Irie Refix) (Edit),200,1513732310284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
Florence + The Machine,Logged In,Derrick,M,1,Mclaughlin,258.55955,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1501945541284,3486,Cosmic Love,200,1513732314284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,685
Tom Cochrane,Logged In,Chandler,M,0,Alexander,263.49669,free,"Greenville-Anderson-Mauldin, SC",PUT,NextSong,1506381074284,149,I Wish You Well,200,1513732315284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",150
Alphabeat,Logged In,Andrew,M,15,Randall,181.7073,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Fascination,200,1513732331284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
,Logged In,Derrick,M,2,Mclaughlin,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Settings,1501945541284,3486,,200,1513732342284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,685
Eminem,Logged In,Anely,F,1,Dodson,316.44689,free,"Lexington-Fayette, KY",PUT,NextSong,1508063354284,2364,'97 Bonnie & Clyde,200,1513732347284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:31.0) Gecko/20100101 Firefox/31.0,2365
The Grascals,Logged In,Jordan,M,19,Crosby,192.02567,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Me And John And Paul,200,1513732353284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
Chromeo,Logged In,Jaelyn,F,10,Wilson,395.33669,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Fancy Footwork,200,1513732368284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
Amistades Peligrosas,Logged In,Zoie,F,76,Wright,261.98159,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Me QuedarÃÂ© Solo,200,1513732372284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
Miley Cyrus,Logged In,Karleigh,F,4,Valenzuela,236.85179,paid,"Wisconsin Rapids-Marshfield, WI",PUT,NextSong,1489899558284,4934,The Climb,200,1513732392284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2462
BjÃÂ¶rk,Logged In,Abigail,F,52,Davidson,348.57751,paid,"Lansing-East Lansing, MI",PUT,NextSong,1513173389284,4591,Undo,200,1513732405284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",226
LCD Soundsystem,Logged In,Santiago,M,0,Ford,389.48526,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505633879284,2773,Someone Great,200,1513732415284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2774
Against Me!,Logged In,Ashton,M,16,Nelson,248.81587,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,Unprotected Sex With Multiple Partners,200,1513732444284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
